phase,talker,behaviour,dialogue,nextPhases
0,player,,안녕하세요!,
0,스피카,,하암…… 안녕?,
0,player,,많이 피곤해 보이세요. 하품도 계속 하시고…… 괜찮으신가요?,
0,스피카,,"음? 아, 이 정도는 괜찮아. 어제 또 악몽에 시달렸더니 이러네.",
0,player,,악몽이요? 게다가 또라면…… 한 번 꾸신 게 아니네요?,
0,스피카,,어머…... 내가 방금 '악몽'이라고 했니?,
0,player,,네.,
0,스피카,,음…… 방금 악몽 얘기는 못 들은 걸로 해주면 안되겠니?,
0,스피카,,악몽 얘기를 해주다 보면 나한테 안 좋은 기억만 자꾸 떠올라서 웬만하면 친한 사람한테도 잘 안 해주는데……,
0,player,,안 좋은 기억일수록 나눠서 털어버려야 한다고 저희 상담선생님이 그러셨어요.,
0,스피카,,으음…… 좋아. 우리 꼬마 아가씨 말을 한 번 믿어볼게.,
0,스피카,,시간이 지나면서 나도 그 아저씨처럼 길거리에서 기타 연주를 하기 시작했어.,
0,스피카,,그때 나는 내 소심한 성격이 너무 싫었거든. 그래서 어떻게든 고쳐보려고 길거리 연주를 시작했지.,
0,스피카,,그런데 어느 날 어떤 아저씨가 명함을 넣어놓고 간거야.,
0,스피카,,명함에 써져있는 내용을 봤더니 어떤 방송국에서 일하는 사람 같았어.,
0,스피카,,왜 방송국에서 명함을 넣었는지 궁금해서 연락을 해봤더니 무슨 서바이벌 오디션 프로그램 같은 걸 기획 중인데 섭외하고 싶어서 명함을 넣었다고 하더라고.,
0,스피카,,그 때는 가수가 되는 것보단 기타를 치는게 좋았으니까…… 죄송하지만 참여할 수 없을 것 같다고 얘기드렸어.,
0,스피카,,그런데…… 말이지……,
0,,,(스피카는 졸기 시작했다.),
0,player,,저…… 언니?,
0,스피카,,"음…..? 앗, 미안. 깜빡 졸았나 보네.",
0,player,,섭외를 거절했다는 얘기까지 하셨었어요.,
0,스피카,,아…… 거기까지 했구나.,
0,스피카,,그런데 어느 날 길거리 연주를 마치고 집에 와보니 그 아저씨가 내 집에 와있더라고.,
0,스피카,,몇 번이고 계속 찾아오길래 나는 결국 그 방송에 떠밀리다시피 출연하게 되었어.,
0,스피카,,부탁에 나오긴 했지만 기왕 해볼거 열심히 해보자는 생각으로 하다보니 어느덧 나를 포함해서 3명밖에 남지 않게 된거야.,
0,스피카,,내 입으로 얘기하는 게 조금 부끄럽긴 하지만…… 나랑 같이 살아남았던 2명과 나를 묶어서 '봄의 대삼각형'이라고 불렀었다나봐.,
0,스피카,,후훗. 지금도 얘기하면서 조금 닭살돋았어.,
0,스피카,,어쨌든 감사하게도 나는 그 프로그램에서 준우승을 했어.,
0,스피카,,장점이 있었다면…… 프로그램 덕분에 목표했던 소심한 성격 고치기는 어느 정도 성공했지.,
0,스피카,,하지만…… 다른…… 문제…… 가……,
0,,,(스피카는 또 졸기 시작했다.),
0,*,Select,저…… 스피카 언니?|(그냥 졸도록 둔다.),1|2
1,스피카,,……,
1,player,,언니!,
1,*,Next,,3
2,,,"(스피카 씨는 꽤 피곤한 듯 무릎으로 두 팔을 받치고, 두 손으론 머리를 얹은 채로 잠들어있었다.)",
2,player,,(스피카 씨 많이 피곤하신가 보네…… 어어? 저러면 떨어지는데……!),
2,*,Next,,3
3,스피카,,흐앗?!,
3,,,(스피카는 깜짝 놀란 듯 토끼눈이 되어 앞을 바라보고 있었다.),
3,player,,저…… 괜찮으신가요?,
3,스피카,,아무래도 오늘은 견디기 힘들 정도로 졸린 모양이야. 미안하지만 나중에 다시 얘기해줘도 될까?,
3,player,,네. 괜찮아요.,
3,스피카,,그래. 그럼 나중에 다시 보자.,
