phase,talker,behaviour,dialogue,nextPhases
0,player,,안녕하세요? 방금까지 통화하고 계시던데…… 누구랑 통화하신 거에요?,
0,아크투루스,,아~ 공연 같이하는 다른 멤버들한테 아예 공연 쉰다고 연락했어.,
0,player,,네? 하지만 처음엔 며칠만 머무른다고 하시지 않으셨어요?,
0,아크투루스,,그랬지. 그런데 생각이 좀 바뀌었어.,
0,아크투루스,,"물론 잠자리는 아직 불편하고, 숙소 아침밥은 여전히 맛없지. 와인도 없고.",
0,아크투루스,,"근데, 여기서 이러고 얘기하다 보니까 그걸 신경 안 쓰게 될 정도로 편하고 좋더라고.",
0,아크투루스,,"뭐, 솔직히 신경이 안 쓰이는 건 아니지만, 어쨌든.",
0,아크투루스,,그래서 몇십만 년 정도 휴가 갔다 온다고 얘기했어.,
0,player,,네?! 몇십만 년이요?!,
0,아크투루스,,왜? 여기서는 몇십만 년씩 휴식기 가지는 애들도 많아.,
0,player,,"아…… 아하하…… 그, 그렇군요……",
0,player,,"그, 그래도 그렇게 오래 쉬시면 다른 분들이 싫어하지 않으실까요?",
0,아크투루스,,음…… 조금?,
0,player,,조금 정도가 아니라고 생각하는데요…… 몇십만 년이면 엄청 긴 시간 아닌가요?,
0,아크투루스,,그래도 어떻게 해. 여기가 돌아다니는 거보단 더 좋은걸.,
0,player,,네? 아무리 좋아도 그렇게 하면……,
0,아크투루스,,"흐음~? 너, 내 스케줄 걱정하는 거구나?",
0,player,,네? 네에……,
0,아크투루스,,"차질은 좀 생기겠지. 근데, 꼬마야. 인생에는 일정이나 스케줄에 차질이 생기는 거보다 더 중요한 게 있어.",
0,player,,??,
0,아크투루스,,그건 바로 네가 하고 싶은 거에 집중하는 거야.,
0,아크투루스,,"내 주변에서 일어나는 일 중에도 결국은 내 의지에 따라 결정될 수 있는 문제도, 없는 문제도 있는 거거든?",
0,아크투루스,,"내가 어찌할 수 없는 일이라면…… 뭐, 꾹 참고 따라야겠지, 어쩌겠어.",
0,아크투루스,,중요한 건 네가 어찌할 수 있는 일들이야. 그런 일들을 할 땐 항상 너를 1순위로 두어야 해.,
0,아크투루스,,"내 마음대로 어찌할 수 없는 일들도 있는데, 할 수 있는 일들까지 남들이 결정하는 건 뭔가 손해 보는 거 같지 않니?",
0,아크투루스,,"물론 내 마음대로 결정하면 문제가 생기기 마련이야. 심한 경우엔 감옥에 가거나, 죽을 수도 있지.",
0,아크투루스,,하지만 그런 게 아니라면 나는 내 최대한 내 마음대로 하는 게 좋다고 봐.,
0,아크투루스,,다른 사람들 사는 거까지 신경 쓰면 좋지만…… 가장 소중한 건 역시 내 인생이니까!,
